Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
1/11/2009,BadgerysCreek,12.6,30.2,0,,,E,41,N,E,7,19,61,40,1014.3,1010.1,,,21.6,29,No,4,Yes
1/12/2009,BadgerysCreek,15.3,29.4,4,,,ESE,37,SW,ESE,4,22,78,50,1016,1015.8,,,21.2,27.7,Yes,0,No
1/13/2009,BadgerysCreek,18.4,32.7,0,,,NNE,39,NNE,ENE,7,17,83,40,1019.7,1015.3,,,21.5,30.5,No,0,No
1/14/2009,BadgerysCreek,15.9,39.9,0,,,ENE,50,ENE,NE,6,13,70,21,1014.7,1009.6,,,23.9,39.2,No,0,No
1/15/2009,BadgerysCreek,18,42.9,0,,,SE,50,E,WSW,7,17,43,16,1009.3,1005.5,,,29.1,40.7,No,0.4,No
1/16/2009,BadgerysCreek,14.6,34.5,0.4,,,SE,50,SE,NNE,7,15,50,22,1013,1007.5,,,21.4,33.9,No,0,No
1/17/2009,BadgerysCreek,15.5,23.7,0,,,ESE,33,SSE,E,15,15,53,38,1020.9,1020.1,,,17.6,21.8,No,0,No
1/18/2009,BadgerysCreek,10.3,28.7,0,,,E,37,,NE,0,9,58,28,1022.1,1018.8,,,19.9,27.6,No,0,No
1/19/2009,BadgerysCreek,11.3,33.5,0,,,NE,35,NNE,NNE,9,19,63,18,1019.4,1013.9,,,19.9,30.3,No,0,No
1/20/2009,BadgerysCreek,14.6,39.2,0,,,ENE,43,W,NNE,4,20,61,20,1014,1008.9,,,23.4,37.8,No,0.4,No
1/21/2009,BadgerysCreek,20.5,38.4,0.4,,,N,41,NNW,WSW,11,11,58,31,1012,1007.1,,,27,35,No,19.4,Yes
1/22/2009,BadgerysCreek,19.6,33.7,19.4,,,N,56,NNE,N,17,28,69,41,1008.7,1004.8,,,25.8,32.4,Yes,0.2,No
1/23/2009,BadgerysCreek,20.3,36.1,0.2,,,NE,43,E,ENE,6,24,63,44,1009.4,1006.5,,,28.2,33.3,No,0,No
1/24/2009,BadgerysCreek,20.8,40.7,0,,,W,72,NNE,W,6,31,61,15,1005.2,1003,,,29.3,39.6,No,0,No
1/25/2009,BadgerysCreek,18.7,28.4,0,,,SSW,33,E,NE,7,15,61,39,1020,1017.8,,,20.9,27.7,No,0,No
1/26/2009,BadgerysCreek,19.7,31,0,,,SE,35,SW,E,7,19,65,55,1019.7,1018.5,,,22,29.1,No,3.6,Yes
1/27/2009,BadgerysCreek,19.3,28,3.6,,,E,30,SW,ENE,7,9,93,71,1021.5,1019.6,,,20,26.5,Yes,0,No
1/28/2009,BadgerysCreek,16.3,35.7,0,,,NE,35,NE,N,6,15,83,34,1018.7,1014.6,,,21.6,34.1,No,0,No
1/29/2009,BadgerysCreek,16.1,35.4,0,,,SE,41,SSE,E,2,15,75,29,1018.9,1015.2,,,23.6,33.6,No,0,No
1/30/2009,BadgerysCreek,17.4,34.6,0,,,NE,37,E,NE,7,11,68,36,1018.9,1014.3,,,24.3,33.2,No,0,No
1/31/2009,BadgerysCreek,15.9,36.6,0,,,ESE,37,SSE,ENE,6,13,75,32,1017.8,1012.7,,,24,36.4,No,0,No
2/1/2009,BadgerysCreek,18.3,31.3,0,,,E,39,SSE,ENE,15,22,70,49,1016.1,1015.8,,,24.9,29.6,No,0,No
2/2/2009,BadgerysCreek,19.5,35.1,0,,,ESE,41,NE,E,2,13,78,34,1016.7,1010.6,,,24.2,34.2,No,0,No
2/3/2009,BadgerysCreek,19.5,33.4,0,,,ESE,41,SSW,SE,7,26,67,42,1010.9,1009.6,,,24.1,29.3,No,0,No
2/4/2009,BadgerysCreek,20.6,32.6,0,,,E,35,ESE,NNE,2,17,72,46,1011.9,1008.3,,,24.2,32,No,0,No
2/5/2009,BadgerysCreek,18.9,39.7,0,,,ENE,35,,NE,0,19,75,23,1009.5,1004.5,,,25.2,38.6,No,0,No
2/6/2009,BadgerysCreek,20.4,40.1,0,,,ENE,46,S,ESE,9,26,65,36,1011.2,1006.8,,,26.6,37.1,No,0.8,No
2/7/2009,BadgerysCreek,19.2,42,0.8,,,NE,46,,NNE,0,30,59,14,1013.6,1009,,,26,41.5,No,0,No
2/8/2009,BadgerysCreek,17,40,0,,,SE,43,WNW,NE,6,22,51,28,1011.1,1006.2,,,25.3,38.6,No,0,No
2/9/2009,BadgerysCreek,20.6,23.3,0,,,S,30,S,SE,17,13,79,78,1012.4,1011.8,,,21.1,20.6,No,2,Yes
2/10/2009,BadgerysCreek,16.6,19.4,2,,,SSW,46,W,SSE,2,9,92,93,1011.9,1010.5,,,17.7,19.3,Yes,4.6,Yes
2/11/2009,BadgerysCreek,15.5,22.1,4.6,,,S,39,SSW,SE,13,11,79,70,1011.8,1012.1,,,16.7,19.5,Yes,4.2,Yes
2/12/2009,BadgerysCreek,14.3,20.3,4.2,,,E,37,S,SE,20,17,78,69,1018.2,1019.2,,,17,19.3,Yes,1,No
2/13/2009,BadgerysCreek,14.3,21.1,1,,,ESE,44,SW,SE,11,26,89,51,1025.7,1024.7,,,16,20.4,No,21.2,Yes
2/14/2009,BadgerysCreek,14.6,18.1,21.2,,,S,30,SW,SSE,19,15,94,92,1023.6,1019.9,,,15,16.5,Yes,36,Yes
2/15/2009,BadgerysCreek,15,21.9,36,,,S,41,SSW,SSE,15,17,91,82,1015.7,1014.6,,,17.8,21.9,Yes,23.4,Yes
2/16/2009,BadgerysCreek,16.2,25,23.4,,,SE,48,SE,SSE,19,28,78,56,1018.3,1018.1,,,21.3,23.2,Yes,0.8,No
2/17/2009,BadgerysCreek,15.8,22.3,0.8,,,ESE,28,SW,SE,15,17,91,61,1017.7,1016,,,18.1,21.1,No,9.8,Yes
2/18/2009,BadgerysCreek,17,27.4,9.8,,,SW,33,WSW,S,24,15,89,61,1011.1,1008.8,,,19.3,24.9,Yes,0,No
2/19/2009,BadgerysCreek,16.6,31.2,0,,,SE,31,NNW,NNE,11,19,78,46,1008.2,1004.9,,,21.9,30.2,No,0.2,No
2/20/2009,BadgerysCreek,17.4,31.3,0.2,,,ESE,43,N,E,9,19,76,40,1011.8,1009,,,21.8,30.8,No,1,No
2/21/2009,BadgerysCreek,20.2,26.7,1,,,SE,41,,SE,0,24,92,77,1013.6,1013.3,,,21.5,22,No,0.2,No
2/22/2009,BadgerysCreek,17.8,26.1,0.2,,,E,28,SSW,E,4,9,80,59,1019,1017.4,,,19.9,25.1,No,0,No
2/23/2009,BadgerysCreek,17.4,30.3,0,,,WSW,57,NE,ENE,11,20,73,52,1017.1,1011.8,,,22.7,28.8,No,4.2,Yes
2/24/2009,BadgerysCreek,16.6,31.5,4.2,,,E,33,,ESE,0,24,91,51,1014.7,1012.5,,,20,29.5,Yes,0.2,No
2/25/2009,BadgerysCreek,19.5,28.5,0.2,,,ESE,35,,E,0,22,84,59,1016.9,1013.9,,,21.1,27.9,No,0,No
2/26/2009,BadgerysCreek,16.5,25.7,0,,,SE,35,SW,SE,9,11,75,52,1020.7,1018.5,,,19.6,24,No,0,No
2/27/2009,BadgerysCreek,12.9,25.8,0,,,ESE,28,SW,E,11,13,78,46,1018.7,1015.3,,,18.7,25.3,No,0,No
2/28/2009,BadgerysCreek,12.7,32,0,,,ESE,30,,N,0,17,81,44,1010,1005.9,,,17.7,30.8,No,0,No
3/1/2009,BadgerysCreek,17.6,28.4,0,,,NNE,35,,NNE,0,17,78,52,1011.1,1010.1,,,21.6,27.3,No,0,No
3/2/2009,BadgerysCreek,18.1,27.9,0,,,E,33,,N,0,19,85,50,1016.8,1014.6,,,20.4,26.9,No,0,No
3/3/2009,BadgerysCreek,16.2,27.6,0,,,NE,30,,NE,0,19,91,50,1018.5,1014.7,,,19.7,26.3,No,0,No
3/4/2009,BadgerysCreek,19.7,24.6,0,,,SW,57,,SSE,0,7,88,48,1008.6,1008.9,,,21,22.5,No,0,No
3/5/2009,BadgerysCreek,9.4,25.8,0,,,SW,43,SW,S,22,17,44,24,1010.1,1008.3,,,18.6,24.8,No,0,No
3/6/2009,BadgerysCreek,8.6,25.4,0,,,E,35,SW,NE,9,9,76,39,1013.8,1010.8,,,14.8,24.2,No,0,No
3/7/2009,BadgerysCreek,13.1,28.8,0,,,SE,30,SW,E,11,13,80,34,1014.6,1011.6,,,18.8,27.8,No,0,No
3/8/2009,BadgerysCreek,17.4,25.1,0,,,SSE,37,SSW,SSE,13,22,80,66,1018.5,1018.8,,,20.4,23.7,No,12.4,Yes
3/9/2009,BadgerysCreek,16,24.1,12.4,,,ENE,26,SW,NNE,13,6,98,70,1022.7,1020.2,,,17,23.5,Yes,0.8,No
3/10/2009,BadgerysCreek,16.9,25.9,0.8,,,ENE,35,SSW,ENE,4,22,96,55,1022.2,1020.8,,,19.6,25,No,0.2,No
3/11/2009,BadgerysCreek,14.4,22.9,0.2,,,E,31,S,E,9,11,73,75,1024.2,1023.1,,,19.6,21.1,No,4.8,Yes
3/12/2009,BadgerysCreek,14.6,26.1,4.8,,,ENE,33,SW,NNE,6,15,99,53,1023.2,1020,,,17.9,25.3,Yes,0,No
3/13/2009,BadgerysCreek,16.4,27.2,0,,,WNW,24,SW,WSW,7,11,91,66,1018.9,1016,,,19.6,25.2,No,0,No
3/14/2009,BadgerysCreek,15.1,28.8,0,,,NW,70,,N,0,15,96,62,1015.2,1010.1,,,18.8,27.2,No,24.6,Yes
3/15/2009,BadgerysCreek,15.1,30.4,24.6,,,WNW,37,,NNE,0,9,99,49,1010.8,1007.3,,,19,29.1,Yes,0,No
3/16/2009,BadgerysCreek,11.9,27,0,,,SW,30,SW,SSE,6,6,50,31,1012.2,1007.9,,,17.5,26,No,0,No
3/17/2009,BadgerysCreek,9.4,25.8,0,,,NE,31,,NNE,0,7,63,32,1013.9,1012,,,16.7,25.1,No,0,No
3/18/2009,BadgerysCreek,14.5,26.1,0,,,N,31,,E,0,17,71,50,1019.4,1015.7,,,19.2,25,No,0,No
3/19/2009,BadgerysCreek,11.8,30,0,,,N,43,,ENE,0,9,92,50,1016.7,1013.4,,,17.1,28.5,No,0,No
3/20/2009,BadgerysCreek,14.7,29.7,0,,,SE,31,WSW,E,7,11,90,48,1018.1,1015.8,,,18.5,29.1,No,0,No
3/21/2009,BadgerysCreek,14.7,26.5,0,,,ENE,33,SSW,E,6,22,99,61,1019.4,1016.8,,,17.3,25.2,No,0,No
3/22/2009,BadgerysCreek,12,28,0,,,N,35,NW,N,6,17,98,44,1018.4,1014.7,,,17.1,26.3,No,0,No
3/23/2009,BadgerysCreek,13.7,29.3,0,,,NNE,28,SE,NE,6,17,97,47,1017.3,1014.7,,,18.3,28.4,No,0,No
3/24/2009,BadgerysCreek,15.6,32.4,0,,,N,33,SW,NNE,2,19,97,35,1018.3,1015.1,,,19.8,32,No,0,No
3/25/2009,BadgerysCreek,15,33.1,0,,,SW,80,,E,0,13,99,45,1019.7,1016.7,,,18.2,31.9,No,24.8,Yes
3/26/2009,BadgerysCreek,17,31.3,24.8,,,SW,76,,NE,0,9,97,49,1019.9,1016.4,,,20,30,Yes,3.8,Yes
3/27/2009,BadgerysCreek,18.4,23.4,3.8,,,S,31,S,SE,15,15,80,61,1024.5,1023.6,,,19.4,22.9,Yes,0.2,No
3/28/2009,BadgerysCreek,12.6,25,0.2,,,ENE,26,SSW,ENE,2,9,89,46,1025.7,1022.8,,,16.4,24,No,0,No
3/29/2009,BadgerysCreek,11.3,26.4,0,,,E,31,E,NE,7,11,96,45,1023.9,1021,,,15,25.8,No,0,No
3/30/2009,BadgerysCreek,15,26.2,0,,,SE,39,S,SE,9,20,84,51,1024.5,1022.1,,,19.7,23.6,No,3.2,Yes
3/31/2009,BadgerysCreek,17.6,21.4,3.2,,,SE,41,SE,SE,19,19,87,87,1022.5,1020.9,,,19.5,19.3,Yes,32,Yes
4/1/2009,BadgerysCreek,17.6,22.9,32,,,SE,50,E,ESE,20,19,97,78,1021.9,1021.4,,,19,22.6,Yes,15.4,Yes
4/2/2009,BadgerysCreek,18.6,24.9,15.4,,,E,31,SE,E,11,20,97,69,1023.7,1021.6,,,20.2,24.1,Yes,4,Yes
4/3/2009,BadgerysCreek,18.1,26.8,4,,,NNE,33,SW,NNE,4,22,99,63,1021.4,1016.6,,,19.8,25.9,Yes,1.8,Yes
4/4/2009,BadgerysCreek,17.2,20.2,1.8,,,SW,31,SE,ESE,15,15,86,67,1017.9,1019.5,,,18.8,18.6,Yes,0,No
4/5/2009,BadgerysCreek,15.5,23.7,0,,,NNE,31,WSW,NNE,7,17,67,61,1020.2,1014.2,,,19,22.9,No,0.2,No
4/6/2009,BadgerysCreek,11.7,21.3,0.2,,,S,31,S,ESE,19,17,73,60,1021.2,1019.5,,,17.8,20.1,No,0,No
4/7/2009,BadgerysCreek,13.1,22.1,0,,,ESE,30,SW,ESE,11,22,72,58,1026,1024,,,17.1,19.9,No,0,No
4/8/2009,BadgerysCreek,9.3,23.4,0,,,E,28,SW,NE,13,13,67,46,1027.4,1024.3,,,18.1,22,No,0,No
4/9/2009,BadgerysCreek,10.3,23.5,0,,,NNE,24,WSW,NE,2,15,79,54,1025.8,1021.8,,,17.1,22.9,No,0,No
4/10/2009,BadgerysCreek,10.7,24.8,0,,,NE,20,,NNE,0,9,85,52,1023.8,1021,,,16.8,23.8,No,0,No
4/11/2009,BadgerysCreek,14.5,24.2,0,,,N,15,,NE,0,9,85,59,1025.7,1023.1,,,18.9,23,No,0.8,No
4/12/2009,BadgerysCreek,16.5,24,0.8,,,N,17,WNW,NNW,6,11,85,60,1023.6,1020.7,,,19.7,23.7,No,0.2,No
4/13/2009,BadgerysCreek,17.7,22.3,0.2,,,ESE,30,SW,SSW,4,6,92,80,1023,1019.6,,,19.9,21.2,No,13,Yes
4/14/2009,BadgerysCreek,14.9,27.3,13,,,SSE,28,N,SW,9,6,95,53,1015.5,1010.8,,,18.6,26.5,Yes,0.4,No
4/15/2009,BadgerysCreek,11.3,28.3,0.4,,,NW,46,N,WNW,2,26,92,30,1011.6,1007,,,18.1,28.1,No,0,No
4/16/2009,BadgerysCreek,8.9,23.9,0,,,SSW,26,SW,N,6,9,61,37,1015.4,1011.6,,,16,23.6,No,0,No
4/17/2009,BadgerysCreek,7.2,23.4,0,,,ENE,28,SSW,ENE,7,17,73,44,1016.9,1015.7,,,16.1,22.1,No,0,No
4/18/2009,BadgerysCreek,11.7,23.2,0,,,SW,28,SW,SE,17,6,67,49,1020.8,1018.1,,,18.4,22.6,No,0,No
4/19/2009,BadgerysCreek,14,19.9,0,,,S,44,SW,SSW,20,20,67,84,1020.3,1019,,,18.3,17.8,No,3.2,Yes
4/20/2009,BadgerysCreek,13,18.6,3.2,,,SSW,44,SW,S,24,15,90,82,1021.9,1019.9,,,14.6,16.3,Yes,2.4,Yes
4/21/2009,BadgerysCreek,13.2,20.4,2.4,,,S,43,S,S,20,17,85,85,1023.9,1021.7,,,16.1,17.3,Yes,8.4,Yes
4/22/2009,BadgerysCreek,13.7,21.9,8.4,,,SE,39,SW,SSE,17,20,85,60,1024.8,1022.8,,,17.3,19.4,Yes,1.6,Yes
4/23/2009,BadgerysCreek,13.6,21.1,1.6,,,NE,19,WSW,N,9,7,77,60,1022,1018.4,,,17.6,20.3,Yes,0.2,No
4/24/2009,BadgerysCreek,7.9,22.6,0.2,,,N,24,,ESE,0,4,99,66,1012.9,1006.5,,,12.8,21.3,No,0.4,No
4/25/2009,BadgerysCreek,12.8,22.5,0.4,,,N,46,NNW,WNW,13,20,52,47,1004.5,1002.7,,,19.9,21.5,No,0,No
4/26/2009,BadgerysCreek,12.7,18.9,0,,,W,57,NW,W,19,30,49,35,1003.2,1003.3,,,16.9,18,No,0,No
4/27/2009,BadgerysCreek,4.8,17.7,0,,,SW,54,W,SW,15,24,48,37,1013.5,1013,,,13.6,17.4,No,0,No
4/28/2009,BadgerysCreek,4.8,21.1,0,,,W,54,WNW,WSW,15,31,57,38,1015.6,1015.8,,,17.3,18.9,No,0,No
4/29/2009,BadgerysCreek,4.6,17.8,0,,,ESE,22,WSW,SE,11,11,71,58,1022.6,1020,,,11.2,15.8,No,0,No
4/30/2009,BadgerysCreek,6.7,19,0,,,SW,33,SW,SSE,20,17,68,62,1020.9,1020.5,,,14,16.1,No,0,No
5/1/2009,BadgerysCreek,4.2,21.4,0,,,NNE,20,SW,NNE,4,13,90,47,1024.8,1020.7,,,11.6,20.8,No,0,No
5/2/2009,BadgerysCreek,4.8,22.1,0,,,ESE,24,SW,E,15,13,66,55,1025.5,1022.9,,,14.1,18.8,No,0,No
5/3/2009,BadgerysCreek,8.5,21.9,0,,,SSW,24,SW,E,17,13,73,52,1027.9,1025.6,,,15.3,20.8,No,0,No
5/4/2009,BadgerysCreek,6.3,23.3,0,,,SW,19,,,0,0,93,42,1028.8,1025.5,,,13.4,22.8,No,0,No
5/5/2009,BadgerysCreek,9.9,20.8,0,,,S,28,SW,SE,17,9,72,52,1031.1,1028.4,,,16.5,19.2,No,0,No
5/6/2009,BadgerysCreek,7.1,22.2,0,,,N,24,,N,0,9,99,48,1028.5,1023.4,,,13.3,21.8,No,0,No
5/7/2009,BadgerysCreek,6.3,22.9,0,,,SE,26,,,0,0,91,38,1024.6,1021.4,,,12.5,22,No,0,No
5/8/2009,BadgerysCreek,8.5,20.8,0,,,SW,31,SW,ENE,19,9,69,58,1028.2,1025,,,14.9,18.6,No,0,No
5/9/2009,BadgerysCreek,6.7,22.2,0,,,SE,22,,ESE,0,7,84,41,1024.4,1020.4,,,13.2,21.1,No,0,No
5/10/2009,BadgerysCreek,9.4,19.1,0,,,SSW,35,SSW,SE,20,17,65,60,1024.7,1024,,,15.9,17,No,0.4,No
5/11/2009,BadgerysCreek,7.9,20.9,0.4,,,E,20,SW,NNE,13,7,84,41,1025.6,1022.2,,,13.3,19.6,No,0.4,No
5/12/2009,BadgerysCreek,3.7,20.7,0.4,,,SE,28,SW,SE,2,19,98,61,1021.8,1018,,,10.9,17.3,No,0,No
5/13/2009,BadgerysCreek,3.4,21,0,,,WSW,33,,W,0,19,99,37,1017,1012.9,,,11.2,20.6,No,0,No
5/14/2009,BadgerysCreek,2.6,20.3,0,,,SW,46,N,W,11,24,73,36,1012.6,1011.5,,,12.7,19.3,No,0,No
5/15/2009,BadgerysCreek,4.4,21,0,,,WSW,50,NNW,WSW,9,28,66,40,1013,1010.7,,,15.2,19.9,No,0,No
5/16/2009,BadgerysCreek,12.2,22,0,,,W,72,NNW,WSW,24,31,59,44,1010.9,1008.9,,,17.8,20.3,No,0,No
5/17/2009,BadgerysCreek,2.8,20.9,0,,,ESE,24,,SSE,0,13,80,37,1018.9,1017.5,,,10.6,19.5,No,0,No
5/18/2009,BadgerysCreek,5.7,20.9,0,,,NE,28,SW,NNE,9,17,75,55,1026,1023.4,,,13.3,19.2,No,1,No
5/19/2009,BadgerysCreek,11.4,21.4,1,,,ESE,30,SW,E,4,17,99,51,1024.7,1021.3,,,14.2,19.8,No,17.2,Yes
5/20/2009,BadgerysCreek,12.9,19.2,17.2,,,SSE,50,SE,S,13,9,99,80,1022.7,1020.4,,,14.5,18.1,Yes,46.4,Yes
5/21/2009,BadgerysCreek,12.8,19,46.4,,,ESE,48,SE,SE,17,26,84,61,1024.4,1022.4,,,16.5,17.9,Yes,5,Yes
5/22/2009,BadgerysCreek,13.7,18.6,5,,,ESE,48,SE,ESE,19,15,72,85,1023.9,1021.2,,,17,17.2,Yes,15.8,Yes
5/23/2009,BadgerysCreek,14.2,20.6,15.8,,,ESE,39,SE,ESE,11,26,86,68,1024.2,1022.8,,,17.6,18.8,Yes,1.6,Yes
5/24/2009,BadgerysCreek,12.6,21.1,1.6,,,ESE,26,SW,ESE,7,17,85,57,1027,1025.6,,,16.8,20,Yes,0.2,No
5/25/2009,BadgerysCreek,9.5,19.3,0.2,,,NW,20,WSW,NW,7,9,94,69,1026.4,1023.3,,,14,18.3,No,0,No
5/26/2009,BadgerysCreek,7.6,21.8,0,,,NE,17,,N,0,7,99,60,1022.4,1019.1,,,12.5,19.7,No,0,No
5/27/2009,BadgerysCreek,10.1,15.6,0,,,W,17,,SW,0,7,99,99,1020.7,1018.7,,,13.2,15.1,No,14.2,Yes
5/28/2009,BadgerysCreek,9,17.9,14.2,,,SE,26,SW,SE,13,17,99,68,1021.7,1020.1,,,13.8,17.2,Yes,0,No
5/29/2009,BadgerysCreek,8.3,17.4,0,,,S,39,WSW,SSW,17,26,70,66,1023.8,1022.9,,,11.5,15.2,No,0,No
5/30/2009,BadgerysCreek,8,17.8,0,,,S,41,SSW,SW,22,15,70,74,1028.6,1028.3,,,13.5,14.3,No,11.4,Yes
5/31/2009,BadgerysCreek,9.8,19,11.4,,,ESE,30,SW,NNE,13,11,98,89,1034,1032.4,,,12.7,13.7,Yes,0.4,No
6/1/2009,BadgerysCreek,10.1,16.3,0.4,,,SSE,15,WSW,,7,0,91,71,1033.2,1030.5,,,11.7,15.7,No,0,No
6/2/2009,BadgerysCreek,10.5,18.7,0,,,SSW,15,SW,,9,0,91,75,1030.2,1027.3,,,13.6,17.2,No,8.6,Yes
6/3/2009,BadgerysCreek,12.3,19,8.6,,,N,17,,N,0,11,99,79,1026,1022.4,,,14.5,17.4,Yes,0.2,No
6/4/2009,BadgerysCreek,8.5,17.6,0.2,,,ENE,15,,ENE,0,9,99,80,1021,1016.7,,,11.3,17,No,0,No
6/5/2009,BadgerysCreek,10.2,19.5,0,,,WSW,26,WSW,WSW,11,13,99,50,1015.4,1012.6,,,13.8,18.6,No,0.2,No
6/6/2009,BadgerysCreek,3.4,18.8,0.2,,,W,28,,NNW,0,4,92,45,1014.2,1010,,,10.2,18.2,No,1.2,Yes
6/7/2009,BadgerysCreek,7,19,1.2,,,W,41,N,WSW,11,17,99,57,1008.3,1005.8,,,9.5,16,Yes,0,No
6/8/2009,BadgerysCreek,4.1,18.8,0,,,WNW,41,NW,W,6,13,83,45,1009.7,1007.8,,,11.5,16.8,No,0,No
6/9/2009,BadgerysCreek,4.3,16.8,0,,,NW,39,NNW,W,9,15,70,51,1011.8,1008.5,,,11.4,13.7,No,0,No
6/10/2009,BadgerysCreek,7.4,13.4,0,,,W,56,WSW,W,28,31,46,39,1012.4,1013.7,,,9.6,12,No,0,No
6/12/2009,BadgerysCreek,,16.9,,,,SW,22,,N,0,7,72,46,1024.4,1020.3,,,8.3,15,,0,No
6/13/2009,BadgerysCreek,1.9,17,0,,,NNE,17,,N,0,7,99,63,1017.7,1014.2,,,6,14.1,No,0,No
6/14/2009,BadgerysCreek,4.2,13.3,0,,,SE,19,WSW,ESE,6,11,99,88,1014.7,1011.6,,,7,10.5,No,0.2,No
6/15/2009,BadgerysCreek,2.1,19.5,0.2,,,SW,26,,SW,0,13,99,39,1013.1,1010.7,,,9.6,17.8,No,0,No
6/16/2009,BadgerysCreek,3.8,17.4,0,,,SSW,54,SW,SSW,28,19,72,73,1018.7,1020.8,,,13.3,14.7,No,0,No
6/17/2009,BadgerysCreek,8.8,16.6,0,,,SW,26,SSW,S,15,13,73,82,1028,1027.2,,,12.4,13.8,No,0.6,No
6/18/2009,BadgerysCreek,7.3,16.4,0.6,,,SE,24,SSW,ESE,13,13,86,69,1030,1028.1,,,12.8,16.3,No,2.8,Yes
6/19/2009,BadgerysCreek,8,18.5,2.8,,,ESE,31,SW,ESE,15,20,89,54,1030.5,1028.4,,,12.2,15.2,Yes,1.4,Yes
6/20/2009,BadgerysCreek,7.8,16.4,1.4,,,N,20,SW,ESE,9,7,99,97,1028.1,1024.5,,,11.6,15,Yes,1.4,Yes
6/22/2009,BadgerysCreek,,19.3,,,,NE,15,WSW,ENE,6,7,100,69,1020.4,1017.7,,,13.5,18.9,,0,No
6/23/2009,BadgerysCreek,4.5,19.8,0,,,NNE,15,,,0,0,100,56,1020.2,1016.8,,,9.2,19.3,No,0.2,No
6/24/2009,BadgerysCreek,1.6,17.1,0.2,,,N,26,NW,N,15,13,100,58,1016.4,1011,,,6.6,16.5,No,0.6,No
6/25/2009,BadgerysCreek,2.6,16,0.6,,,W,24,,W,0,2,100,58,1014.8,1012.4,,,6,14.7,No,0,No
6/26/2009,BadgerysCreek,4,18.3,0,,,N,19,NNE,ESE,7,2,90,48,1012.8,1009.1,,,10,16.7,No,0.2,No
6/27/2009,BadgerysCreek,5.8,15.8,0.2,,,WSW,13,SW,,9,0,97,67,1008.3,1005.5,,,9.7,15.6,No,0,No
6/28/2009,BadgerysCreek,8.1,18.9,0,,,SW,17,,NNW,0,7,100,63,1006.4,1004.7,,,11.2,16.6,No,0,No
6/29/2009,BadgerysCreek,3.7,20.6,0,,,WNW,22,,WNW,0,13,89,48,1012.2,1010,,,9.7,20.4,No,0,No
6/30/2009,BadgerysCreek,7.6,18.1,0,,,NNE,35,,NNE,0,11,99,67,1013.2,1007.7,,,8.4,17.4,No,0,No
7/1/2009,BadgerysCreek,8.4,20.4,0,,,N,48,WNW,WNW,13,30,55,33,1006.3,1005,,,18.1,18.9,No,0,No
7/2/2009,BadgerysCreek,5,18.2,0,,,WNW,46,ENE,W,4,22,52,42,1007.4,1007.1,,,15.1,16.1,No,0,No
7/3/2009,BadgerysCreek,7.5,15.3,0,,,WSW,67,WSW,WSW,37,35,53,46,1004.4,1005,,,12.1,14,No,0,No
7/4/2009,BadgerysCreek,4.1,16.5,0,,,W,41,,WSW,0,22,57,46,1012.6,1011.7,,,11.2,16.1,No,0,No
7/5/2009,BadgerysCreek,5.9,16.7,0,,,W,35,N,SW,9,7,63,37,1016.6,1016.3,,,11.2,16.4,No,0,No
7/6/2009,BadgerysCreek,0,15.9,0,,,SW,17,,SW,0,11,99,53,1021,1017.9,,,4.3,14.2,No,0,No
7/7/2009,BadgerysCreek,3.3,14.5,0,,,S,28,SW,SSE,19,15,71,57,1025.1,1024.5,,,9.5,13.7,No,1.2,Yes
7/8/2009,BadgerysCreek,5.5,15.6,1.2,,,ENE,31,SW,SSE,11,6,98,68,1029.9,1028.5,,,9.6,13.7,Yes,5.6,Yes
7/9/2009,BadgerysCreek,6,17,5.6,,,SE,24,SW,SSW,9,9,100,81,1031.3,1028.8,,,9.5,13.9,Yes,1.8,Yes
7/10/2009,BadgerysCreek,7.1,18,1.8,,,ESE,31,WSW,SE,15,20,99,61,1028.7,1024.9,,,11.1,15.6,Yes,0,No
7/11/2009,BadgerysCreek,5.4,16.1,0,,,NNE,20,WSW,N,7,11,100,63,1022.7,1018.5,,,9.3,14.3,No,0.2,No
7/12/2009,BadgerysCreek,6.1,18.3,0.2,,,N,22,,NE,0,7,99,63,1014.6,1009.2,,,8,17.3,No,0,No
7/13/2009,BadgerysCreek,7.9,17.8,0,,,WNW,30,N,,7,0,64,51,1007.5,1006.2,,,14.1,15.7,No,0,No
7/14/2009,BadgerysCreek,4.6,16,0,,,WNW,35,NNE,W,6,19,69,43,1007.3,1004.9,,,11.8,15.6,No,0,No
7/15/2009,BadgerysCreek,-0.3,16.3,0,,,N,19,SW,WNW,6,6,99,52,1010,1008.3,,,4.7,14.8,No,0.2,No
7/16/2009,BadgerysCreek,4.2,16.5,0.2,,,SW,33,SSW,SSW,9,20,87,42,1012.7,1010.5,,,9,15.8,No,4,Yes
7/17/2009,BadgerysCreek,7.7,16.3,4,,,SSW,39,SW,SW,22,20,68,56,1019.8,1019.3,,,12,15.8,Yes,0,No
7/18/2009,BadgerysCreek,1.1,17.9,0,,,NW,26,,ENE,0,7,99,47,1022.6,1018.3,,,6.6,17.4,No,0,No
